Chamber,Sample,Sample,Sample,Sample,EvaGreen,EvaGreen,EvaGreen,Ct,Ct,Ct,Ct,Delta Ct Sample,Delta Ct Sample,Delta Ct Sample,Delta Ct Reagent,Delta Ct Reagent,Delta Ct Reagent,Delta Delta Ct,Delta Delta Ct,Delta Delta Ct,Delta Delta Ct,Tm,Tm,Tm,Defined
ID,Name,Type,rConc,Reference,Name,Type,Reference,Value,Quality,Call,Threshold,Value,Quality,Call,Value,Quality,Call,Value,Fold Change,Quality,Call,In Range,Out Range,Peak Ratio,Comments
S80-A12,417,Unknown,1,Ref 397-398-399,Fkbp5,Test,Aldh1l1,14.19085784,1,Pass,0.023030415,-0.719610842,1,Pass,-3.916460243,1,Pass,-3.506052827,11.36127487,1,Pass,82.32809177,999,1,
S80-A13,417,Unknown,1,Ref 397-398-399,Gfap,Test,Aldh1l1,12.08013635,1,Pass,0.023030415,-1.37631554,1,Pass,-6.027181737,1,Pass,-4.162757524,17.91079567,1,Pass,88.79716868,999,1,
S80-A14,417,Unknown,1,Ref 397-398-399,Ptprc (Cd45),Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S80-A15,417,Unknown,1,Ref 397-398-399,Sox10,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S80-A16,417,Unknown,1,Ref 397-398-399,Steap4,Test,Aldh1l1,22.01253678,1,Pass,0.023030415,-0.119147082,1,Pass,3.905218692,1,Pass,-2.905589067,7.493236917,1,Pass,85.77288918,999,1,
S80-A17,417,Unknown,1,Ref 397-398-399,Cxcl10,Test,Aldh1l1,20.23324653,1,Pass,0.023030415,3.277783974,1,Pass,2.125928442,1,Pass,0.49134199,0.711363083,1,Pass,82.07288862,999,1,
S80-A18,417,Unknown,1,Ref 397-398-399,Serpina3n,Test,Aldh1l1,15.56480147,1,Pass,0.023030415,-7.834668778,1,Pass,-2.542516613,1,Pass,-10.62111076,1574.972325,1,Pass,84.91084758,999,1,
S80-A19,417,Unknown,1,Ref 397-398-399,Clcf1,Test,Aldh1l1,16.70939515,1,Pass,0.023030415,-5.145586,1,Pass,-1.397922937,1,Pass,-7.932027984,244.2183821,1,Pass,87.26547062,999,1,
S80-A20,417,Unknown,1,Ref 397-398-399,Sphk1,Test,Aldh1l1,15.91599444,1,Pass,0.023030415,-4.810710624,1,Pass,-2.19132364,1,Pass,-7.597152608,193.6291846,1,Pass,84.99288191,999,1,
S80-A21,417,Unknown,1,Ref 397-398-399,Slc10a6,Test,Aldh1l1,19.46013221,1,Pass,0.023030415,-3.237283368,1,Pass,1.352814127,1,Pass,-6.023725352,65.06119211,1,Pass,86.34307841,999,1,
S80-A22,417,Unknown,1,Ref 397-398-399,H2-T23,Test,Aldh1l1,21.27296859,1,Pass,0.023030415,5.477083304,1,Pass,3.165650508,1,Pass,2.690641319,0.154894592,1,Pass,83.14800882,999,1,
S80-A23,417,Unknown,1,Ref 397-398-399,Iigp1,Test,Aldh1l1,21.13427572,1,Pass,0.023030415,0.383228787,1,Pass,3.026957637,1,Pass,-2.403213198,5.289800075,1,Pass,83.82284103,999,1,
S80-A24,417,Unknown,1,Ref 397-398-399,Fkbp5,Test,Aldh1l1,13.96473493,1,Pass,0.023030415,-0.945733752,1,Pass,-4.142583152,1,Pass,-3.732175736,13.28913905,1,Pass,82.25438426,999,1,
S80-A25,417,Unknown,1,Ref 397-398-399,Vim,Test,Aldh1l1,8.561903452,1,Pass,0.023030415,-1.417656887,1,Pass,-9.545414633,1,Pass,-4.204098871,18.43146538,1,Pass,87.50020472,999,1,
S80-A26,417,Unknown,1,Ref 397-398-399,Aif1 (Iba1),Test,Rplp0,19.66317859,1,Pass,0.023030415,-1.554071291,1,Pass,8.747990139,1,Pass,-1.482768539,2.794845513,1,Pass,83.93454895,999,1,
S80-A27,417,Unknown,1,Ref 397-398-399,Mbp,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S80-A28,417,Unknown,1,Ref 397-398-399,S1pr3,Test,Aldh1l1,13.87029606,1,Pass,0.023030415,-2.009251079,1,Pass,-4.237022025,1,Pass,-4.795693063,27.77457754,1,Pass,86.97185706,999,1,
S80-A29,417,Unknown,1,Ref 397-398-399,Cd44,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S80-A30,417,Unknown,1,Ref 397-398-399,Aspg,Test,Aldh1l1,18.49487427,1,Pass,0.023030415,-2.971448295,1,Pass,0.387556184,1,Pass,-5.757890279,54.11251082,1,Pass,86.77728348,999,1,
S80-A31,417,Unknown,1,Ref 397-398-399,Tgm1,Test,Aldh1l1,22.83090462,1,Pass,0.023030415,999,0,Fail,4.723586533,1,Pass,999,-1,0,Fail,91.24908045,999,1,
S80-A32,417,Unknown,1,Ref 397-398-399,Cd109,Test,Aldh1l1,17.43010923,1,Pass,0.023030415,-1.463115204,1,Pass,-0.677208855,1,Pass,-4.249557188,19.02147461,1,Pass,79.69895428,999,1,
S80-A33,417,Unknown,1,Ref 397-398-399,Tm4sf1,Test,Aldh1l1,18.27060086,1,Pass,0.023030415,-0.701637161,1,Pass,0.163282775,1,Pass,-3.488079145,11.22060954,1,Pass,84.17759717,999,1,
S80-A34,417,Unknown,1,Ref 397-398-399,Serping1,Test,Aldh1l1,20.61061857,1,Pass,0.023030415,1.51385791,1,Pass,2.503300486,1,Pass,-1.272584075,2.415939077,1,Pass,87.06616373,999,1,
S80-A35,417,Unknown,1,Ref 397-398-399,Gbp2,Test,Aldh1l1,16.80500797,1,Pass,0.023030415,0.222171318,1,Pass,-1.302310113,1,Pass,-2.564270666,5.91455926,1,Pass,83.16306921,999,1,
S80-A36,417,Unknown,1,Ref 397-398-399,Psmb8,Test,Aldh1l1,20.1152852,1,Pass,0.023030415,2.270119912,1,Pass,2.007967112,1,Pass,-0.516322072,1.430304256,1,Pass,86.35399741,999,1,
S80-A37,417,Unknown,1,Ref 397-398-399,Nes,Test,Aldh1l1,13.1473012,1,Pass,0.023030415,-0.965043173,1,Pass,-4.960016886,1,Pass,-3.751485157,13.46820012,1,Pass,86.2811876,999,1,
S80-A38,417,Unknown,1,Ref 397-398-399,Tmem119,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S80-A39,417,Unknown,1,Ref 397-398-399,,NRC,,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S80-A40,417,Unknown,1,Ref 397-398-399,S1pr3,Test,Aldh1l1,13.98332532,1,Pass,0.023030415,-1.896221822,1,Pass,-4.123992769,1,Pass,-4.682663807,25.68161112,1,Pass,86.9227703,999,1,
S80-A41,417,Unknown,1,Ref 397-398-399,Cd44,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S80-A42,417,Unknown,1,Ref 397-398-399,Aspg,Test,Aldh1l1,19.19203241,1,Pass,0.023030415,-2.274290151,1,Pass,1.084714327,1,Pass,-5.060732135,33.37583753,1,Pass,86.73241486,999,1,
S80-A43,417,Unknown,1,Ref 397-398-399,Tgm1,Test,Aldh1l1,22.46047175,0.9906255,Pass,0.023030415,999,0,Fail,4.353153668,0.9906255,Pass,999,-1,0,Fail,91.17687095,999,1,
S80-A44,417,Unknown,1,Ref 397-398-399,Cd109,Test,Aldh1l1,17.34709645,1,Pass,0.023030415,-1.546127979,1,Pass,-0.76022163,1,Pass,-4.332569963,20.14807307,1,Pass,79.67593747,999,1,
S80-A45,417,Unknown,1,Ref 397-398-399,Tm4sf1,Test,Aldh1l1,18.30661815,1,Pass,0.023030415,-0.665619871,1,Pass,0.199300066,1,Pass,-3.452061855,10.94395164,1,Pass,84.26869747,999,1,
S80-A46,417,Unknown,1,Ref 397-398-399,Serping1,Test,Aldh1l1,19.72272475,1,Pass,0.023030415,0.625964091,1,Pass,1.615406668,1,Pass,-2.160477893,4.470629205,1,Pass,87.11645497,999,1,
S80-A47,417,Unknown,1,Ref 397-398-399,Gbp2,Test,Aldh1l1,16.74543911,1,Pass,0.023030415,0.162602454,1,Pass,-1.361878977,1,Pass,-2.62383953,6.163883226,1,Pass,83.20774475,999,1,
S80-A48,417,Unknown,1,Ref 397-398-399,Psmb8,Test,Aldh1l1,20.1263472,1,Pass,0.023030415,2.28118192,1,Pass,2.01902912,1,Pass,-0.505260064,1.419379194,1,Pass,86.30806555,999,1,
S80-A49,417,Unknown,1,Ref 397-398-399,Aldh1l1,Reference,,18.02179132,1,Pass,0.023030415,2.700915219,1,Pass,-0.085526765,1,Pass,-0.085526765,1.061075096,1,Pass,86.65276341,999,1,
S80-A50,417,Unknown,1,Ref 397-398-399,Nefl,Test,Rplp0,23.68845133,1,Pass,0.023030415,999,0,Fail,12.77326288,1,Pass,999,-1,0,Fail,85.20565248,999,1,
S80-A51,417,Unknown,1,Ref 397-398-399,,NRC,,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S80-A52,417,Unknown,1,Ref 397-398-399,Timp1,Test,Aldh1l1,11.23406896,1,Pass,0.023030415,-2.964348399,1,Pass,-6.873249125,1,Pass,-5.750790384,53.84686262,1,Pass,83.00797978,999,1,
S80-A53,417,Unknown,1,Ref 397-398-399,Osmr,Test,Aldh1l1,12.57146208,1,Pass,0.023030415,-4.065043885,1,Pass,-5.535856001,1,Pass,-6.851485869,115.4789327,1,Pass,81.86869828,999,1,
S80-A54,417,Unknown,1,Ref 397-398-399,Vim,Test,Aldh1l1,8.506419155,1,Pass,0.023030415,-1.473141183,1,Pass,-9.600898929,1,Pass,-4.259583167,19.15412434,1,Pass,87.43489614,999,1,
S80-A55,417,Unknown,1,Ref 397-398-399,Ptx3,Test,Aldh1l1,12.93922791,1,Pass,0.023030415,-5.871354181,1,Pass,-5.16809017,1,Pass,-8.657796166,403.8837149,1,Pass,82.01864655,999,1,
S80-A56,417,Unknown,1,Ref 397-398-399,Ptgs2,Test,Aldh1l1,15.07548918,1,Pass,0.023030415,-3.441162747,1,Pass,-3.031828907,1,Pass,-6.227604731,74.93691762,1,Pass,82.04854117,999,1,
S80-A57,417,Unknown,1,Ref 397-398-399,B3gnt5,Test,Aldh1l1,16.77194435,1,Pass,0.023030415,-1.723464851,1,Pass,-1.335373738,1,Pass,-4.509906835,22.78333181,1,Pass,82.77646375,999,1,
S80-A58,417,Unknown,1,Ref 397-398-399,H2-D1,Test,Aldh1l1,15.0294227,1,Pass,0.023030415,0.098970587,1,Pass,-3.07789538,1,Pass,-2.687471397,6.441833609,1,Pass,85.86160126,999,1,
S80-A59,417,Unknown,1,Ref 397-398-399,Fbln5,Test,Aldh1l1,21.32731193,1,Pass,0.023030415,-4.692143191,0.986831034,Pass,3.219993846,1,Pass,-7.478585175,178.3521967,0.986831034,Pass,86.58194199,999,1,
S80-A60,417,Unknown,1,Ref 397-398-399,Srgn,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S80-A61,417,Unknown,1,Ref 397-398-399,Glt1,Test,Aldh1l1,16.76763659,1,Pass,0.023030415,2.797487343,1,Pass,-1.339681493,1,Pass,0.011045359,0.992373174,1,Pass,83.27517252,999,1,
S80-A62,417,Unknown,1,Ref 397-398-399,Syt1,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S80-A63,417,Unknown,1,Ref 397-398-399,,NRC,,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S80-A64,417,Unknown,1,Ref 397-398-399,Timp1,Test,Aldh1l1,11.22982052,1,Pass,0.023030415,-2.968596835,1,Pass,-6.877497561,1,Pass,-5.755038819,54.00566408,1,Pass,82.99125302,999,1,
S80-A65,417,Unknown,1,Ref 397-398-399,Osmr,Test,Aldh1l1,12.38316755,1,Pass,0.023030415,-4.253338418,1,Pass,-5.724150534,1,Pass,-7.039780403,131.5785403,1,Pass,81.8663729,999,1,
S80-A66,417,Unknown,1,Ref 397-398-399,Vim,Test,Aldh1l1,8.595624977,1,Pass,0.023030415,-1.383935362,1,Pass,-9.511693108,1,Pass,-4.170377346,18.00564463,1,Pass,87.42441224,999,1,
S80-A67,417,Unknown,1,Ref 397-398-399,Ptx3,Test,Aldh1l1,12.95377845,1,Pass,0.023030415,-5.856803646,1,Pass,-5.153539634,1,Pass,-8.64324563,399.8307527,1,Pass,81.99124725,999,1,
S80-A68,417,Unknown,1,Ref 397-398-399,Ptgs2,Test,Aldh1l1,15.05749762,1,Pass,0.023030415,-3.45915431,1,Pass,-3.049820469,1,Pass,-6.245596294,75.87729242,1,Pass,82.05673541,999,1,
S80-A69,417,Unknown,1,Ref 397-398-399,B3gnt5,Test,Aldh1l1,16.79657715,1,Pass,0.023030415,-1.698832049,1,Pass,-1.310740936,1,Pass,-4.485274033,22.39762776,1,Pass,82.87474536,999,1,
S80-A70,417,Unknown,1,Ref 397-398-399,H2-D1,Test,Aldh1l1,14.79921265,1,Pass,0.023030415,-0.131239468,1,Pass,-3.308105435,1,Pass,-2.917681452,7.556307706,1,Pass,85.82844146,999,1,
S80-A71,417,Unknown,1,Ref 397-398-399,Fbln5,Test,Aldh1l1,22.17311772,1,Pass,0.023030415,-3.846337401,0.986831034,Pass,4.065799635,1,Pass,-6.632779385,99.23515437,0.986831034,Pass,86.36902473,999,1,
S80-A72,417,Unknown,1,Ref 397-398-399,Srgn,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S80-A73,417,Unknown,1,Ref 397-398-399,Aqp4,Test,Aldh1l1,17.70448533,1,Pass,0.023030415,3.088006336,1,Pass,-0.402832753,1,Pass,0.301564352,0.811372127,1,Pass,86.89232255,999,1,
S80-A74,417,Unknown,1,Ref 397-398-399,Gabra1,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S80-A75,417,Unknown,1,Ref 397-398-399,Lcn2,Test,Aldh1l1,15.21517366,1,Pass,0.023030415,-1.779446774,1,Pass,-2.892144427,1,Pass,-4.565888758,23.68478643,1,Pass,83.84172161,999,1,
S80-A76,417,Unknown,1,Ref 397-398-399,Hsbp1,Test,Aldh1l1,11.38896767,1,Pass,0.023030415,-6.551964121,1,Pass,-6.718350419,1,Pass,-9.338406105,647.3517844,1,Pass,86.96068489,999,1,
S80-A77,417,Unknown,1,Ref 397-398-399,Cp,Test,Aldh1l1,14.7819638,1,Pass,0.023030415,0.650999245,1,Pass,-3.325354289,1,Pass,-2.135442739,4.393719407,1,Pass,81.99302996,999,1,
S80-A78,417,Unknown,1,Ref 397-398-399,Gfap,Test,Aldh1l1,12.08281861,1,Pass,0.023030415,-1.373633282,1,Pass,-6.024499479,1,Pass,-4.160075266,17.87752686,1,Pass,88.68559749,999,1,
S80-A79,417,Unknown,1,Ref 397-398-399,S100a10,Test,Aldh1l1,9.359477705,1,Pass,0.023030415,-1.940151127,1,Pass,-8.747840379,1,Pass,-4.726593111,26.47563003,1,Pass,81.94413647,999,1,
S80-A80,417,Unknown,1,Ref 397-398-399,Emp1,Test,Aldh1l1,14.31428056,1,Pass,0.023030415,-2.818716058,1,Pass,-3.793037528,1,Pass,-5.605158042,48.67665216,1,Pass,85.11734961,999,1,
S80-A81,417,Unknown,1,Ref 397-398-399,Cd14,Test,Aldh1l1,18.37894397,1,Pass,0.023030415,-0.956735534,1,Pass,0.271625886,1,Pass,-3.743177518,13.39086748,1,Pass,85.37885484,999,1,
S80-A82,417,Unknown,1,Ref 397-398-399,Ggta1,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S80-A83,417,Unknown,1,Ref 397-398-399,Ugt1a,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S80-A84,417,Unknown,1,Ref 397-398-399,Amigo2,Test,Aldh1l1,20.34223655,1,Pass,0.023030415,0.795880428,1,Pass,2.234918465,1,Pass,-1.990561556,3.973916493,1,Pass,84.88974565,999,1,
S80-A85,417,Unknown,1,Ref 397-398-399,Cx30,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S80-A86,417,Unknown,1,Ref 397-398-399,Snap25,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S80-A87,417,Unknown,1,Ref 397-398-399,Lcn2,Test,Aldh1l1,14.95388307,1,Pass,0.023030415,-2.04073736,1,Pass,-3.153435013,1,Pass,-4.827179344,28.38741044,1,Pass,83.94476706,999,1,
S80-A88,417,Unknown,1,Ref 397-398-399,Hsbp1,Test,Aldh1l1,11.38834183,1,Pass,0.023030415,-6.552589953,1,Pass,-6.718976251,1,Pass,-9.339031938,647.6326625,1,Pass,87.03205563,999,1,
S80-A89,417,Unknown,1,Ref 397-398-399,Cp,Test,Aldh1l1,14.76861333,1,Pass,0.023030415,0.637648781,1,Pass,-3.338704753,1,Pass,-2.148793203,4.434566876,1,Pass,82.0362847,999,1,
S80-A90,417,Unknown,1,Ref 397-398-399,Gfap,Test,Aldh1l1,11.9985634,1,Pass,0.023030415,-1.457888489,1,Pass,-6.108754686,1,Pass,-4.244330473,18.95268672,1,Pass,88.75013989,999,1,
S80-A91,417,Unknown,1,Ref 397-398-399,S100a10,Test,Aldh1l1,9.474505757,1,Pass,0.023030415,-1.825123074,1,Pass,-8.632812327,1,Pass,-4.611565058,24.44665308,1,Pass,82.26962642,999,1,
S80-A92,417,Unknown,1,Ref 397-398-399,Emp1,Test,Aldh1l1,14.37677064,1,Pass,0.023030415,-2.756225975,1,Pass,-3.730547446,1,Pass,-5.54266796,46.61324224,1,Pass,85.58207616,999,1,
S80-A93,417,Unknown,1,Ref 397-398-399,Cd14,Test,Aldh1l1,18.41796485,1,Pass,0.023030415,-0.917714656,1,Pass,0.310646763,1,Pass,-3.70415664,13.03353605,1,Pass,85.85588295,999,1,
S80-A94,417,Unknown,1,Ref 397-398-399,Ggta1,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S80-A95,417,Unknown,1,Ref 397-398-399,Ugt1a,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S80-A96,417,Unknown,1,Ref 397-398-399,Amigo2,Test,Aldh1l1,20.89414338,1,Pass,0.023030415,1.34778726,1,Pass,2.786825297,1,Pass,-1.438654724,2.710679837,1,Pass,85.1475237,999,1,
S81-A01,420,Unknown,1,Ref 397-398-399,Rplp0,Reference,,9.961238744,1,Pass,0.023030415,-1.025252461,1,Pass,-0.057834356,1,Pass,-0.057834356,1.040902079,1,Pass,89.59062074,999,1,
S81-A02,420,Unknown,1,Ref 397-398-399,Cd84,Test,Rplp0,21.87883301,1,Pass,0.023030415,-0.572574644,1,Pass,11.85975991,1,Pass,0.394843461,0.760571898,1,Pass,84.13801015,999,1,
S81-A03,420,Unknown,1,Ref 397-398-399,Mog,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S81-A04,420,Unknown,1,Ref 397-398-399,Steap4,Test,Aldh1l1,19.5861616,1,Pass,0.023030415,-2.545522263,1,Pass,2.106569135,1,Pass,-4.704238623,26.06855343,1,Pass,86.05842162,999,1,
S81-A05,420,Unknown,1,Ref 397-398-399,Cxcl10,Test,Aldh1l1,18.17998077,1,Pass,0.023030415,1.224518218,1,Pass,0.70038831,1,Pass,-0.934198142,1.910828291,1,Pass,82.21311275,999,1,
S81-A06,420,Unknown,1,Ref 397-398-399,Serpina3n,Test,Aldh1l1,13.2301977,1,Pass,0.023030415,-10.16927255,1,Pass,-4.249394758,1,Pass,-12.32798891,5141.554541,1,Pass,85.16322181,999,1,
S81-A07,420,Unknown,1,Ref 397-398-399,Clcf1,Test,Aldh1l1,16.10974186,1,Pass,0.023030415,-5.745239285,1,Pass,-1.369850598,1,Pass,-7.903955645,239.5122517,1,Pass,87.43985529,999,1,
S81-A08,420,Unknown,1,Ref 397-398-399,Sphk1,Test,Aldh1l1,15.12167698,1,Pass,0.023030415,-5.605028087,1,Pass,-2.35791548,1,Pass,-7.763744447,217.3301388,1,Pass,85.22905836,999,1,
S81-A09,420,Unknown,1,Ref 397-398-399,Slc10a6,Test,Aldh1l1,19.13127153,1,Pass,0.023030415,-3.566144047,1,Pass,1.651679072,1,Pass,-5.724860407,52.88770278,1,Pass,86.3897007,999,1,
S81-A10,420,Unknown,1,Ref 397-398-399,H2-T23,Test,Aldh1l1,19.72923719,1,Pass,0.023030415,3.933351897,1,Pass,2.249644725,1,Pass,1.774635536,0.292268138,1,Pass,83.2409992,999,1,
S81-A11,420,Unknown,1,Ref 397-398-399,Iigp1,Test,Aldh1l1,21.27172009,1,Pass,0.023030415,0.520673158,1,Pass,3.792127633,1,Pass,-1.638043202,3.112433908,1,Pass,83.80119267,999,1,
S81-A12,420,Unknown,1,Ref 397-398-399,Fkbp5,Test,Aldh1l1,13.64372925,1,Pass,0.023030415,-1.266739436,1,Pass,-3.835863212,1,Pass,-3.425455796,10.74397387,1,Pass,82.37320115,999,1,
S81-A13,420,Unknown,1,Ref 397-398-399,Gfap,Test,Aldh1l1,11.37695152,1,Pass,0.023030415,-2.079500367,1,Pass,-6.10264094,1,Pass,-4.238216727,18.87254037,1,Pass,88.82273774,999,1,
S81-A14,420,Unknown,1,Ref 397-398-399,Ptprc (Cd45),Test,Rplp0,23.47156935,1,Pass,0.023030415,999,0,Fail,13.45249625,1,Pass,999,-1,0,Fail,84.73519553,999,1,
S81-A15,420,Unknown,1,Ref 397-398-399,Sox10,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S81-A16,420,Unknown,1,Ref 397-398-399,Steap4,Test,Aldh1l1,20.65074689,1,Pass,0.023030415,-1.480936969,1,Pass,3.171154429,1,Pass,-3.639653329,12.46363798,1,Pass,85.7168394,999,1,
S81-A17,420,Unknown,1,Ref 397-398-399,Cxcl10,Test,Aldh1l1,18.15398966,1,Pass,0.023030415,1.198527104,1,Pass,0.674397196,1,Pass,-0.960189256,1.945565102,1,Pass,81.96826298,999,1,
S81-A18,420,Unknown,1,Ref 397-398-399,Serpina3n,Test,Aldh1l1,13.20016551,1,Pass,0.023030415,-10.19930474,1,Pass,-4.27942695,1,Pass,-12.3580211,5249.706671,1,Pass,84.97574142,999,1,
S81-A19,420,Unknown,1,Ref 397-398-399,Clcf1,Test,Aldh1l1,16.06196487,1,Pass,0.023030415,-5.793016277,1,Pass,-1.41762759,1,Pass,-7.951732637,247.5768548,1,Pass,87.27485677,999,1,
S81-A20,420,Unknown,1,Ref 397-398-399,Sphk1,Test,Aldh1l1,15.2496648,1,Pass,0.023030415,-5.477040271,1,Pass,-2.229927664,1,Pass,-7.635756632,198.8803088,1,Pass,85.0601946,999,1,
S81-A21,420,Unknown,1,Ref 397-398-399,Slc10a6,Test,Aldh1l1,18.91737588,1,Pass,0.023030415,-3.780039699,1,Pass,1.43778342,1,Pass,-5.938756059,61.33999141,1,Pass,86.37430162,999,1,
S81-A22,420,Unknown,1,Ref 397-398-399,H2-T23,Test,Aldh1l1,20.07716481,1,Pass,0.023030415,4.281279522,1,Pass,2.597572351,1,Pass,2.122563162,0.229638563,1,Pass,83.18931895,999,1,
S81-A23,420,Unknown,1,Ref 397-398-399,Iigp1,Test,Aldh1l1,20.41759165,1,Pass,0.023030415,-0.333455288,1,Pass,2.937999187,1,Pass,-2.492171648,5.626242155,1,Pass,83.45478679,999,1,
S81-A24,420,Unknown,1,Ref 397-398-399,Fkbp5,Test,Aldh1l1,13.5018513,1,Pass,0.023030415,-1.40861738,1,Pass,-3.977741156,1,Pass,-3.56733374,11.85426033,1,Pass,82.27648057,999,1,
S81-A25,420,Unknown,1,Ref 397-398-399,Vim,Test,Aldh1l1,8.230698384,1,Pass,0.023030415,-1.748861954,1,Pass,-9.248894076,1,Pass,-3.907578314,15.00715206,1,Pass,87.62788023,999,1,
S81-A26,420,Unknown,1,Ref 397-398-399,Aif1 (Iba1),Test,Rplp0,20.34573775,1,Pass,0.023030415,-0.87151213,1,Pass,10.32666465,1,Pass,0.095905976,0.935684477,1,Pass,83.98619576,999,1,
S81-A27,420,Unknown,1,Ref 397-398-399,Mbp,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S81-A28,420,Unknown,1,Ref 397-398-399,S1pr3,Test,Aldh1l1,13.2678067,1,Pass,0.023030415,-2.611740442,1,Pass,-4.211785765,1,Pass,-4.770456802,27.29295697,1,Pass,87.0125206,999,1,
S81-A29,420,Unknown,1,Ref 397-398-399,Cd44,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S81-A30,420,Unknown,1,Ref 397-398-399,Aspg,Test,Aldh1l1,19.19456983,1,Pass,0.023030415,-2.271752729,1,Pass,1.714977374,1,Pass,-4.430469089,21.56274717,1,Pass,86.7013664,999,1,
S81-A31,420,Unknown,1,Ref 397-398-399,Tgm1,Test,Aldh1l1,20.88701029,1,Pass,0.023030415,999,0,Fail,3.407417827,1,Pass,999,-1,0,Fail,91.17973764,999,1,
S81-A32,420,Unknown,1,Ref 397-398-399,Cd109,Test,Aldh1l1,16.93634555,1,Pass,0.023030415,-1.956878884,1,Pass,-0.543246912,1,Pass,-4.115595245,17.33475143,1,Pass,79.66836665,999,1,
S81-A33,420,Unknown,1,Ref 397-398-399,Tm4sf1,Test,Aldh1l1,17.64391832,1,Pass,0.023030415,-1.328319696,1,Pass,0.164325864,1,Pass,-3.487036057,11.21249982,1,Pass,84.41634648,999,1,
S81-A34,420,Unknown,1,Ref 397-398-399,Serping1,Test,Aldh1l1,18.14469523,1,Pass,0.023030415,-0.952065432,1,Pass,0.665102769,1,Pass,-3.110781792,8.638505806,1,Pass,87.20318373,999,1,
S81-A35,420,Unknown,1,Ref 397-398-399,Gbp2,Test,Aldh1l1,15.54904032,1,Pass,0.023030415,-1.033796334,1,Pass,-1.930552141,1,Pass,-3.192512694,9.14201822,1,Pass,83.21618581,999,1,
S81-A36,420,Unknown,1,Ref 397-398-399,Psmb8,Test,Aldh1l1,18.48591118,1,Pass,0.023030415,0.640745896,1,Pass,1.00631872,1,Pass,-1.517970464,2.863878851,1,Pass,86.13098819,999,1,
S81-A37,420,Unknown,1,Ref 397-398-399,Nes,Test,Aldh1l1,12.58464423,1,Pass,0.023030415,-1.527700143,1,Pass,-4.894948232,1,Pass,-3.686416503,12.87425017,1,Pass,86.32378795,999,1,
S81-A38,420,Unknown,1,Ref 397-398-399,Tmem119,Test,Rplp0,20.09708858,1,Pass,0.023030415,-0.573842868,1,Pass,10.07801548,1,Pass,0.393575237,0.761240785,1,Pass,84.31166622,999,1,
S81-A39,420,Unknown,1,Ref 397-398-399,,NRC,,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S81-A40,420,Unknown,1,Ref 397-398-399,S1pr3,Test,Aldh1l1,13.27294881,1,Pass,0.023030415,-2.606598323,1,Pass,-4.206643646,1,Pass,-4.765314684,27.19585134,1,Pass,87.00073913,999,1,
